"Event H-ID","Start page event","End page event","Page Event Number",Line,"Narrative Status",Conflict,Harmony,Partition,"Characters(s) in Event H-ID","Characters(s) in Event RecordTitle","Location of Event (Text place) H-ID","Location of Event RecordTitle","Text pointer H-ID","Text pointer RecordTitle","Character(s) mentioned H-ID","Character(s) mentioned RecordTitle"
2341,65,65,2,"‘Well, brothers, what is your decision about us",,,Religion,TRUE,998|768|758|852|1481,"Baksh, Mullah Imam in Train to Pakistan|Singh, Banta in Train to Pakistan|Singh, Meet in Train to Pakistan|Dina, Khair in Train to Pakistan|Sikh Peasants of Mano Majra, Unknown in Train to Pakistan",1163,"Lambardar's House in Train to Pakistan",28,"Train to Pakistan",,
2343,98,98,3,"She led us through the carpenter's",,,,,,,2170,"Carpenter’s shed in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2344,65,65,3,"Yes,’ added another warmly, ‘we first,",,,Religion,TRUE,1481|998|768|852|758,"Sikh Peasants of Mano Majra, Unknown in Train to Pakistan|Baksh, Mullah Imam in Train to Pakistan|Singh, Banta in Train to Pakistan|Dina, Khair in Train to Pakistan|Singh, Meet in Train to Pakistan",1163,"Lambardar's House in Train to Pakistan",28,"Train to Pakistan",806,"Mano Majra Muslims, Unknown in Train to Pakistan"
2345,99,99,1,"All day he sat outside the door",,,,,,,2346,"Zainab's house in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2347,99,99,2,"Once during an epidemic of cholera",,,,,,,2147,"Hasanpur in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2348,65,65,4,"‘What have we to do with Pakistan?",,,Religion,TRUE,998|758|1481|758|852,"Baksh, Mullah Imam in Train to Pakistan|Singh, Meet in Train to Pakistan|Sikh Peasants of Mano Majra, Unknown in Train to Pakistan|Singh, Meet in Train to Pakistan|Dina, Khair in Train to Pakistan",1163,"Lambardar's House in Train to Pakistan",28,"Train to Pakistan",,
2349,99,99,3,"Zainab was the first to get",,,,,,,2346,"Zainab's house in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2350,99,100,4,"There was a clatter from the mud-walled",,,,,,,2171,"Mud-walled veranda in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2351,100,100,1,"We passed under the sloping, rough",,,,,,,2353,"under the sloping, rough thatch in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2352,65,65,5,"But Chacha, we are so few and the strangers coming",,,Religion,TRUE,806|1445|1481|768|998|758,"Mano Majra Muslims, Unknown in Train to Pakistan|Mano Majra Sikhs, Unknown in Train to Pakistan|Sikh Peasants of Mano Majra, Unknown in Train to Pakistan|Singh, Banta in Train to Pakistan|Baksh, Mullah Imam in Train to Pakistan|Singh, Meet in Train to Pakistan",1163,"Lambardar's House in Train to Pakistan",28,"Train to Pakistan",2372|809,"Mob near Mano Majra, Unknown in Train to Pakistan|Refugees from Pakistan staying at Mano Majra temple, Unknown in Train to Pakistan"
2354,100,100,2,"We followed Zainab into the",,,,,,,2355,"stuffy room in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2356,100,101,3,"""Ādāb Dādi Amma,"" Zahra and",,,,,,,2346,"Zainab's house in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2360,101,101,1,"She said briskly, Zainab",,,,,,,2346,"Zainab's house in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2362,101,101,2,"Zainab's sisters sat on their",,,,,,,2346,"Zainab's house in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2364,101,101,3,"Then the curtain over the outer door",,,,,,,2346,"Zainab's house in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2366,101,101,4,"One day he had burnt all",,,,,,,2346,"Zainab's house in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2367,101,102,5,"He came in and sat down on the edge",,,,,,,2346,"Zainab's house in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2368,102,102,1,"He was talking compusively, as if",,,,,,,2346,"Zainab's house in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2370,102,102,2,"He had to stop speaking because",,,,,,,2346,"Zainab's house in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2371,102,102,3,"We said our adabs hurriedly",,,,,,,2346,"Zainab's house in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2373,103,103,1,"Nandi led us with the bobbing",,,,,,,2374,"back to the Hasan family house in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2375,65,66,6,"‘Uncle,’ said the lambardar in a heavy voice",,,Religion,TRUE,768|998|758|1212|852,"Singh, Banta in Train to Pakistan|Baksh, Mullah Imam in Train to Pakistan|Singh, Meet in Train to Pakistan|Mano Majra Villagers, Unknown in Train to Pakistan|Dina, Khair in Train to Pakistan",1163,"Lambardar's House in Train to Pakistan",28,"Train to Pakistan",,
2377,182,182,1,"There had been an acid period of",,Class,,,416|1735,"Hasan, Saira in Sunlight on a Broken Column|Unknown, Begum Waheed in Sunlight on a Broken Column",1950,"Lawn in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2386,83,83,1,"Inside the main hall was a circle of people around Meet Singh, who was reciting the evening prayer.",,,Religion,FALSE,753,"Unknown, Iqbal in Train to Pakistan",705,"Gurudwara in Train to Pakistan",28,"Train to Pakistan",758,"Singh, Meet in Train to Pakistan"
2390,83,84,3,"When the prayer was over, Meet Singh wrapped the massive volume",,,Religion,TRUE,753|758,"Unknown, Iqbal in Train to Pakistan|Singh, Meet in Train to Pakistan",705,"Gurudwara in Train to Pakistan",28,"Train to Pakistan",112,"Singh, Juggut in Train to Pakistan"
2392,151,152,2,"In spite of Zahra's chatter, and my shyness, I looked around and recognised",,,Religion,,317|318|2379|2380|2381|2382|2384|2385|2383|2387|2388|980|2281,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Kunwar of Deorai, Unknown in Sunlight on a Broken Column|Abbas, Syed Ali in Sunlight on a Broken Column|Raja of Bilsa, Unknown in Sunlight on a Broken Column|Maharajkumar, Vijaya Singh in Sunlight on a Broken Column|Younger brother of Maharajkumar Vijaya Singh, Unknown in Sunlight on a Broken Column|Young Nationalist Taluqdars, Unknown in Sunlight on a Broken Column|Rajkumar of Harwan, Unknown in Sunlight on a Broken Column|Nath, Rai Bahadaur Pushkar in Sunlight on a Broken Column|Hyder, Nawab Sibte in Sunlight on a Broken Column|Rani Of Phulgaon, Unknown in Sunlight on a Broken Column|English women at Baradari, Unknown in Sunlight on a Broken Column",2034,"Baradari in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
2421,125,125,1,"The Turks had come, but only from neighbouring villages",,Religion,,TRUE,2422|1040,"Community, Sikhs in Tamas|Faction, Turks in Tamas",2423,"Sayedpur in Tamas",34,Tamas,,
2424,125,125,2,"Now seven corpses shrouded in white sheets",,Religion,,TRUE,1245|2425,"Chief of congregation, Sardar Teja Singh in Tamas|Bereaving, Women in Tamas",2426,"Gurudwara in Tamas",34,Tamas,149|150|1241,"Sikh, Nihang in Tamas|Singh, Sohan in Tamas|Rasool, Sheikh Ghulam in Tamas"
2427,125,125,3,"There were numerous bodies scattered about the town",,Religion,,TRUE,152|168|189|2428|2435,"Chaprasi, Unknown in Tamas|Chaprasi's wife, Unknown in Tamas|Headman, Unknown in Tamas|Bhagan, Mai in Tamas|Singh, Saudagar in Tamas",2423,"Sayedpur in Tamas",34,Tamas,1247,"Oilman, Rahim in Tamas"
2433,76,76,7,"Secondly, Lala ji had just been wondering",,Religion,,,749|2411|2404|2439|2399,"Lala Ji, Elderly Gentleman, one of the outsiders attending the Executive Committee meeting, Lakshmi Narayan in Tamas|Nawaz, Shah in Tamas|Narayan/Lala Lakshmi's wife, Unknown in Tamas|Narayan, Lala Lakshmi's daughter, Unknown in Tamas|Lala's Servant, Nanaku in Tamas",2442,"Lala ji's house in Tamas",34,Tamas,,
2444,76,77,8,"The blue Buick snaked its way through the empty streets",,,,,2411|749|2404|2439,"Nawaz, Shah in Tamas|Lala Ji, Elderly Gentleman, one of the outsiders attending the Executive Committee meeting, Lakshmi Narayan in Tamas|Narayan/Lala Lakshmi's wife, Unknown in Tamas|Narayan, Lala Lakshmi's daughter, Unknown in Tamas",211,"THE CITY in Tamas",34,Tamas,,
2445,125,125,4,"Some bodies lay scattered about outside town",,,,,1030|2432|2437,"Rakha, Allah in Tamas|Unknown dead, Sikh in Tamas|Unknown, working in Paan shop, Little boys in Tamas",2449,"Outside Sayedpur in Tamas",34,Tamas,2447|2400,"Sheik's, Children in Tamas|Deen, Fateh in Tamas"
2446,77,77,1,"And now, after dropping Lala ji and his family off",,,,,2411,"Nawaz, Shah in Tamas",2450,"Saddar Bazaar in Tamas",34,Tamas,749|2439|2404|2448,"Lala Ji, Elderly Gentleman, one of the outsiders attending the Executive Committee meeting, Lakshmi Narayan in Tamas|Narayan, Lala Lakshmi's daughter, Unknown in Tamas|Narayan/Lala Lakshmi's wife, Unknown in Tamas|Unknown, Raghunath, Yabu in Tamas"
2452,77,77,2,"Shah Nawaz's car slowed down again. One felt the looming",,,,,2411,"Nawaz, Shah in Tamas",2456,"Mai Satto tank in Tamas",34,Tamas,2453,"Group of children, Unknown in Tamas"
2454,125,125,5,"Khalsa School was still burning",,Religion,,TRUE,,,154,"Khalsa School in Tamas",34,Tamas,,
2457,77,77,3,"The car had now turned onto the big road.",,,,,2411|2458|2459|2461,"Nawaz, Shah in Tamas|Maula, Dad in Tamas|Khan, Bhabhar in Tamas|holding lathis and spears, Group of Muslims in Tamas",1240,"Muslim neighbourhood in Tamas",34,Tamas,,
2460,125,125,6,"All the Sikh houses at theentrance to the left gali",,Religion,,TRUE,,,2462,"entrance to the left gali, right at the edge of the river in Tamas",34,Tamas,,
2463,77,78,4,"He'd only driven a little further down the road when a crowd",,,,,2402|2411,"Bakhsh, Hayat in Tamas|Nawaz, Shah in Tamas",1240,"Muslim neighbourhood in Tamas",34,Tamas,2465,"Unknown dead, Muslim in Tamas"
2464,125,125,7,"all threeof the butchers’ shops",,Religion,,TRUE,,,1277,"Teli Mohalla in Tamas",34,Tamas,,
2466,78,78,1,"Soon he turned and drove through a gate",,,,,2411,"Nawaz, Shah in Tamas",2469,"Raghunath's house in Tamas",34,Tamas,2467,"Raghunath's wife, Janaki in Tamas"
2468,125,125,8,"ammunition at the gurdwara had pretty much run out",,Religion,,TRUE,1234,"Singh, Kishan in Tamas",2426,"Gurudwara in Tamas",34,Tamas,,
2470,125,125,9,"The ammunition had also run out on the other side",,Religion,,TRUE,,,2472,"Fortress of Sheik in Tamas",34,Tamas,,
2471,78,78,2,"Just then Raghunath came in",,,,,2411|2467|2448,"Nawaz, Shah in Tamas|Raghunath's wife, Janaki in Tamas|Unknown, Raghunath, Yabu in Tamas",2469,"Raghunath's house in Tamas",34,Tamas,2473,"Deputy Assistant Postmaster Sahib, Bhim in Tamas"
2474,126,126,1,"The news from the spies was that the Muslims were expecting",,Religion,,TRUE,2422|1245|2477|2481|2483,"Community, Sikhs in Tamas|Chief of congregation, Sardar Teja Singh in Tamas|Committee, War in Tamas|Junior Priest, Mehar Singh in Tamas|Singh, Grocer, Hira in Tamas",2426,"Gurudwara in Tamas",34,Tamas,164,"Dad, Mir in Tamas"
2475,79,79,1,"Janaki had brought the tea",,,,,2411|2448|2467,"Nawaz, Shah in Tamas|Unknown, Raghunath, Yabu in Tamas|Raghunath's wife, Janaki in Tamas",2469,"Raghunath's house in Tamas",34,Tamas,2476,"Raghunath's servant, Milkhi in Tamas"
2478,79,80,2,"Afternoon was already waning when Shah Nawaz",,,,,2411|2476,"Nawaz, Shah in Tamas|Raghunath's servant, Milkhi in Tamas",2479,"Raghunath's ancestral home in Tamas",34,Tamas,,
2480,80,80,1,"Across the street was Feroz the Skinner's warehouse",,Religion,,,2411|2482,"Nawaz, Shah in Tamas|The Skinner, Feroz in Tamas",2479,"Raghunath's ancestral home in Tamas",34,Tamas,,
2484,80,80,2,"A tonga passed nearby. Shah Nawaz turned to look.",,,,,2411|2458,"Nawaz, Shah in Tamas|Maula, Dad in Tamas",2479,"Raghunath's ancestral home in Tamas",34,Tamas,2476,"Raghunath's servant, Milkhi in Tamas"
2489,80,80,3,"He felt a wave of nostalgia as he entered the darkened veranda.",,,,,2411,"Nawaz, Shah in Tamas",2479,"Raghunath's ancestral home in Tamas",34,Tamas,2491|2492,"Raghunath's daughter, Unknown in Tamas|Raghunath's younger brother's wife, Unknown in Tamas"
2490,126,126,2,"The moon had come out again",,Religion,,TRUE,,,2426,"Gurudwara in Tamas",34,Tamas,1241,"Rasool, Sheikh Ghulam in Tamas"
2493,80,81,4,"Shah Nawaz turned to glance at Milkhi",,,,,2411|2476,"Nawaz, Shah in Tamas|Raghunath's servant, Milkhi in Tamas",2479,"Raghunath's ancestral home in Tamas",34,Tamas,2494|2495,"Raghunath's family, Group in Tamas|Raghunath's ancestral home's neighbour's naanbai, Unknown in Tamas"
2496,81,81,1,"Milkhi began to climb the stairs after Shah Nawaz.",,,,,2411|2476,"Nawaz, Shah in Tamas|Raghunath's servant, Milkhi in Tamas",2497,"Storeroom, Raghunath's ancestral home in Tamas",34,Tamas,,
2498,126,127,3,"Some people were sitting and talking on the stoop",,Religion,,TRUE,2499,"Unknown, Fighters in Tamas",1242,"Sheikh Ghulam Rasool's house in Tamas",34,Tamas,,
2500,127,127,1,"When we got into the gali",,Gender,,TRUE,2502|2504|2506|2507|2508|2509,"Unknown, Hindu Girl in Tamas|Community, Karaars in Tamas|Fighter, Rapist, Nabi in Tamas|Fighter, Rapist, Lalu in Tamas|Fighter, Rapist, Mira in Tamas|Fighter, Rapist, Murtaza in Tamas",2423,"Sayedpur in Tamas",34,Tamas,2510,"Fighter, Rapist, Jalal in Tamas"
2501,81,81,2,"Just then, he happened to glance through the open window",,,,,2411|2465,"Nawaz, Shah in Tamas|Unknown dead, Muslim in Tamas",726,"Mosque in Tamas",34,Tamas,,
2503,81,81,3,"The two of them came back out of the room and walked down the stairs.",,Class,,FALSE,2411|2476,"Nawaz, Shah in Tamas|Raghunath's servant, Milkhi in Tamas",2479,"Raghunath's ancestral home in Tamas",34,Tamas,,
2505,81,82,4,"That night, as he handed the jewellery box",,,,,2411|2467|2448,"Nawaz, Shah in Tamas|Raghunath's wife, Janaki in Tamas|Unknown, Raghunath, Yabu in Tamas",2469,"Raghunath's house in Tamas",34,Tamas,2476,"Raghunath's servant, Milkhi in Tamas"
2511,127,127,2,"Another fighter began a story of his own",,Gender|Religion,,TRUE,2512|2513,"Unknown, Baagri Woman in Tamas|Fighter, Aziza in Tamas",2514,"Outside Karaar houses in Tamas",34,Tamas,,
2515,127,127,3,"The Junior Priest was walking slowly down the hill",,Religion,,TRUE,2481|2516|1245|2517,"Junior Priest, Mehar Singh in Tamas|Singh, Nihang in Tamas|Chief of congregation, Sardar Teja Singh in Tamas|Senior, Priest in Tamas",2554,"Down the hill in Tamas",34,Tamas,,
2518,145,145,1,"A stocky contractor was telling Sheikh Noor Ilahi,",,,,TRUE,2519|2520,"Sheikh Noor, Ilahi in Tamas|Contractor, Munshiram in Tamas",2523,"Christian College in Tamas",34,Tamas,,
2521,145,145,2,"Munshiram stood looking around, then slowly sidled over",,Interpersonal,,TRUE,2520|2522,"Contractor, Munshiram in Tamas|Babu, Prithmichand in Tamas",2523,"Christian College in Tamas",34,Tamas,,
2524,145,146,3,"Sheikh Noor Ilahi saw Lala Lakshmi Narayan",,,Religion,TRUE,2519|2398,"Sheikh Noor, Ilahi in Tamas|Narayan, Lala Lakshmi in Tamas",2523,"Christian College in Tamas",34,Tamas,,
2525,150,151,1,"Richard and Liza were in the bungalow",,,,TRUE,167|169,"Deputy Commissioner, Richard in Tamas|Richard's wife, Liza in Tamas",235,"Richard & Liza's bungalow in Tamas",34,Tamas,,
2526,146,147,1,"Lala Shyam Lal had cornered Congress-committee",,Religion,,TRUE,136|2527,"Relief Committee, Statistics Babu in Tamas|Congress Election Candidate, Lala Shyam Lal in Tamas",2523,"Christian College in Tamas",34,Tamas,2759,"Congress Candidate, Mangal Sen in Tamas"
2528,54,54,2,"One morning a party of five men were brought",,Interpersonal,,FALSE,753|112|129|1475,"Unknown, Iqbal in Train to Pakistan|Singh, Juggut in Train to Pakistan|Malli, Unknown in Train to Pakistan|Dacoits including Malli who later get arrested., Unknown in Train to Pakistan",1457,"Chundunnugger Police Station in Train to Pakistan",28,"Train to Pakistan",,
2529,57,58,1,"By eleven o’clock the rain had dwindled",,,,FALSE,1468|1189|1187|1138,"Subinspector, Unknown in Train to Pakistan|Policeman 3 (Police Station), Unknown in Train to Pakistan|Policeman 2 (Police Station), Unknown in Train to Pakistan|Head Constable, Unknown in Train to Pakistan",1457,"Chundunnugger Police Station in Train to Pakistan",28,"Train to Pakistan",753|112|129|1475|804,"Unknown, Iqbal in Train to Pakistan|Singh, Juggut in Train to Pakistan|Malli, Unknown in Train to Pakistan|Dacoits including Malli who later get arrested., Unknown in Train to Pakistan|Baluchi and Pathan soldiers from Pakistan army, Unknown in Train to Pakistan"
2530,58,59,2,"The subinspector put on his turban.",,,,FALSE,1468|753|112|129|1475|1138|3031,"Subinspector, Unknown in Train to Pakistan|Unknown, Iqbal in Train to Pakistan|Singh, Juggut in Train to Pakistan|Malli, Unknown in Train to Pakistan|Dacoits including Malli who later get arrested., Unknown in Train to Pakistan|Head Constable, Unknown in Train to Pakistan|3 Armed Policemen (with Head Constable), Unknown in Train to Pakistan",1457,"Chundunnugger Police Station in Train to Pakistan",28,"Train to Pakistan",,
2531,59,60,1,"Malli had been shaken by Juggut Singh’s outburst",,Interpersonal,,FALSE,129|1138|1475|753|112|1468|3031,"Malli, Unknown in Train to Pakistan|Head Constable, Unknown in Train to Pakistan|Dacoits including Malli who later get arrested., Unknown in Train to Pakistan|Unknown, Iqbal in Train to Pakistan|Singh, Juggut in Train to Pakistan|Subinspector, Unknown in Train to Pakistan|3 Armed Policemen (with Head Constable), Unknown in Train to Pakistan",1457,"Chundunnugger Police Station in Train to Pakistan",28,"Train to Pakistan",,
