Event H-ID,Start page event,End page event,Page Event Number,Line,Narrative Status,Conflict,Harmony,Religious Syncretism,Partition,Location of Event (Text place) H-ID,Location of Event RecordTitle,Character(s) mentioned H-ID,Character(s) mentioned RecordTitle
3806,65,65,2,"Since Mozail had left him, he had decided to grow his hair.",,,,,FALSE,3774,Bombay in Mozail,3670,"Mozail, Mozail in Mozail"
3808,65,65,3,There was a public tap in front of the building.,,,,,FALSE,3800,Public tap in front of Tarlochan's building in Mozail,,
3811,65,68,4,But it was Mozail. She was wearing her,,,,,,3800,Public tap in front of Tarlochan's building in Mozail,,
3816,4,4,1,The Government of Pakistan had been replaced by the government of Toba Tek Singh,,,,,,3606,Pakistan in Toba Tek Singh,,
3817,4,4,2,Those who had tried to solve the mystery,,,,,,3679,Lahore Lunatic Asylum in Toba Tek Singh,,
3818,4,4,3,His family had brought him in,,,,,,3679,Lahore Lunatic Asylum in Toba Tek Singh,3356,"Singh, Bishen in Toba Tek Singh"
3819,4,4,4,communal troubes in the Punjab,,,,,,3679,Lahore Lunatic Asylum in Toba Tek Singh,3356,"Singh, Bishen in Toba Tek Singh"
3822,5,5,1,Bishen Singh had asked him one day if Toba Tek Singh was in India or Pakistan,,,,,,3679,Lahore Lunatic Asylum in Toba Tek Singh,,
3825,5,5,2,One of Bishen Singh's Muslim friends from Toba Tek Singh came to see him,,,,,,3679,Lahore Lunatic Asylum in Toba Tek Singh,,
3828,30,31,2,"An attack was planned and executed with success,",,Nation,,,TRUE,3826,Titwal Sector in The Last Salute,3718|3719,"Nawaz, Subedar Rab in The Last Salute|Aslam, Major in The Last Salute"
3873,36,36,1,This dates back to the time,,Nation,Interpersonal,,TRUE,3882,Punjab in The Woman in the Red Raincoat,3237,"Ordinary boy, cycle shop owner, S in The Woman in the Red Raincoat"
3878,8,8,1,The special train left Amritsar at,,Religion,,,TRUE,3831,Mughalpura railway station in The Return,,
3879,8,8,2,It was at ten o'clock next morning,,,,,,3360,Refugee camp in The Return,,
3881,8,9,3,"He spent hours looking, all the time",,Religion,,,TRUE,3360,Refugee camp in The Return,3255|3263,"Daughter of Sirajuddin, Sakina in The Return|Mother of Sakina, Sakina's mother in The Return"
3883,9,9,1,"A few days later, he had a break",,,,,,3360,Refugee camp in The Return,,
3884,36,37,2,"When the riots began, his was one",,,,,,3882,Punjab in The Woman in the Red Raincoat,3237,"Ordinary boy, cycle shop owner, S in The Woman in the Red Raincoat"
3887,9,9,2,"On their next trip out, they had found",,,,,,3886,Field in The Return,,
3888,37,37,2,‘The car did not slow down.,,,,,,3882,Punjab in The Woman in the Red Raincoat,,
3891,38,38,1,‘I switched off the engine when we were in front of my house.,,,,,,3882,Punjab in The Woman in the Red Raincoat,,
3892,39,39,1,‘I ignored her sobbing and began to unbutton,,,,,,3882,Punjab in The Woman in the Red Raincoat,,
3893,39,39,2,"‘I tried to calm her down. “Darling,",,,,,,3882,Punjab in The Woman in the Red Raincoat,,
3894,40,40,1,"‘I was about to get up, when",,,,,,3882,Punjab in The Woman in the Red Raincoat,,
3895,40,40,1,‘I put my hands on her shoulders and pulled her closer.,,,,,,3882,Punjab in The Woman in the Red Raincoat,,
3897,9,10,2,Many days had gone by and Sirajuddin,,,,,,3360,Refugee camp in The Return,3255,"Daughter of Sirajuddin, Sakina in The Return"
3898,40,40,2,"After my friend had finished his story,",,,,,,3882,Punjab in The Woman in the Red Raincoat,,
3899,41,41,1,"‘That night when you let her out of your house,",,,,,,3882,Punjab in The Woman in the Red Raincoat,,
3912,10,10,1,That evening there was sudden activity,,,,,,3831,Mughalpura railway station in The Return,,
3916,10,10,2,He stood outside the hospital for some,,,,,,3830,Camp hospital in The Return,,
3957,89,89,89,"Before they left Rawalpindi, my aunt and uncle came to meet me in Lal Kurti Cantonment.",,,,,,3961,Lal Kurti Cantonment in The Crimson Tonga,3959|3960,"Unknown, Uncle in The Crimson Tonga|Unknown, Aunt in The Crimson Tonga"
3976,144,144,1,After firing ten rounds and killing three men,Narrated,Religion,,,,3977,Unidentified in Proper Use,,
3986,136,136,1,Reports are coming in of sweets having been,,,,,,3982,Bombay in Sweet Moment,,
3987,136,136,2,Reports are coming in of sweets having been,,,,,,3985,Gwalior in Sweet Moment,,
3988,136,136,1,Reports are coming in of sweets having been,,,,,,3981,Amritsar in Sweet Moment,,
3995,146,146,1,"When the attack came, some members",Narrated,Religion,,FALSE,TRUE,3997,Unknown in FOR NECESSARY ACTION,,
4000,146,146,2,"One man and his wife, however, hid themselves",,Religion,,,TRUE,3997,Unknown in FOR NECESSARY ACTION,,
4001,146,146,3,For two nights they were cooped up there,,Religion,,,TRUE,3997,Unknown in FOR NECESSARY ACTION,,
4017,95,96,2,"When she walked in from the bedroom door,",Narrated,,,,,4021,The house in The Butcher,,
4019,95,95,1,"when I stepped into the drawing room, I sensed a strange",,,,,,4021,The house in The Butcher,,
4026,96,96,2,"The guests, who till then had been sitting uncomfortably",Narrated,,Interpersonal,,,4021,The house in The Butcher,,
4027,96,96,3,The boy’s mother was hugging Tripat; the boy and Neeti were,Narrated,,Interpersonal,,,4021,The house in The Butcher,,
4028,97,97,2,"He began to laugh at the thought of the rest of the joke, an uncontrolled, wild laughter. As he laughed tears began to stream from his eyes, his brown pupils became golden, his pale cheeks began to shine like seashells and an overlapped tooth in his lower jaw revealed itself.",Narrated,,,,,4021,The house in The Butcher,,
4030,97,97,2,A memory flashed across my mind...,Remembered,,,,TRUE,4037,Ludhiana in The Butcher,4033|4035,"Narrator's parents, Unknown in The Butcher|Narrator's Siblings, Unknown in The Butcher"
4031,97,97,2,The convoy had suddenly stopped somewhere between Ludhiana and Jalandhar.,Narrated,,,,,4037,Ludhiana in The Butcher,,
4032,97,98,4,There was a great commotion in the fields,Remembered,,,,,4036,Road between Ludhiana and Jalandhar in The Butcher,,
4039,98,98,2,"I screamed out, ‘You! Gentle people? I’ve known you for years.",Narrated,Interpersonal,,,,4021,The house in The Butcher,,
4040,98,98,1,In the same moment I saw that the face,Remembered,Religion,,,TRUE,4036,Road between Ludhiana and Jalandhar in The Butcher,4041,"Man on truck's family, Unknown in The Butcher"
4071,146,146,4,Two more nights went by and the fear of,,Religion,,,TRUE,3997,Unknown in FOR NECESSARY ACTION,,
4072,146,146,5,"Four more nights passed, but by",,Religion,,,TRUE,3997,Unknown in FOR NECESSARY ACTION,,
4073,146,146,6,They came out of their hideout.,,Religion,,,TRUE,3997,Unknown in FOR NECESSARY ACTION,,
4074,146,146,7,"In a voice that could barely be heard,",,Religion,,,TRUE,3997,Unknown in FOR NECESSARY ACTION,,
4075,146,146,8,"Our religion forbids us to kill,’ they answered",,Religion,,,TRUE,3997,Unknown in FOR NECESSARY ACTION,,
4076,146,146,9,"They were Jains, but after mutual consultations,",,Religion,,,TRUE,3997,Unknown in FOR NECESSARY ACTION,,
4125,136,136,2,to celebrate the death of Mahatma Gandhi,,,,,,3981,Amritsar in Sweet Moment,,
4129,136,136,5,to celebrate the death of Mahatma Gandhi,,,,,,3985,Gwalior in Sweet Moment,,
4132,136,136,6,to celebrate the death of Mahatma Gandhi,,,,,,3982,Bombay in Sweet Moment,,
4138,120,120,1,Don't tell me a hundred thousand Hindus,Narrated,Religion,,TRUE,TRUE,4124,Bombay in A Tale of 1947,,
4139,120,120,1,Don't tell me a hundred thousand Hindus,Narrated,Religion,,TRUE,TRUE,4124,Bombay in A Tale of 1947,,
4140,120,121,1,He was sailing for Pakistan,Narrated,Religion,Interpersonal,TRUE,TRUE,4124,Bombay in A Tale of 1947,,
4143,120,120,1,One day Jugal had received a letter,,Religion,,TRUE,TRUE,4124,Bombay in A Tale of 1947,4085,"Uncle of Jugal, unknown in A Tale of 1947"
4144,120,120,1,'I don't know. Maybe I'll kill you.',Narrated,Religion,,TRUE,TRUE,4124,Bombay in A Tale of 1947,,
4147,121,121,1,Mumtaz had started drinking almost from,Narrated,,Interpersonal,TRUE,TRUE,4124,Bombay in A Tale of 1947,,
4149,121,121,1,"Do you remember, Brij...",Remembered,,Interpersonal,TRUE,TRUE,4124,Bombay in A Tale of 1947,4090,"Shopkeeper, Gobind in A Tale of 1947"
4152,122,122,1,Forgive me. I think I hurt you,,Religion,Interpersonal,TRUE,TRUE,4124,Bombay in A Tale of 1947,,
4155,123,125,1,Let me tell you about this man,Remembered,Religion,Interpersonal,TRUE,TRUE,4124,Bombay in A Tale of 1947,4105|4107|4110|4111,"Friend of Sehai, Ameena in A Tale of 1947|Friend of Sehai, Sakeena in A Tale of 1947|Police, unknown in A Tale of 1947|Freind of Sehai, Sultana in A Tale of 1947"
4160,123,123,1,I need to make only another,Remembered,,Interpersonal,TRUE,TRUE,4124,Bombay in A Tale of 1947,,
4163,124,125,1,The Hindu-Muslim killings had started,Remembered,Religion,Interpersonal,TRUE,TRUE,4124,Bombay in A Tale of 1947,,
4164,125,125,1,There's a packet in here... it contains Sultana's,Remembered,Religion,Interpersonal,TRUE,TRUE,4124,Bombay in A Tale of 1947,4111,"Freind of Sehai, Sultana in A Tale of 1947"
4166,125,125,1,I wish I were Sehai,Narrated,,Interpersonal,TRUE,TRUE,4124,Bombay in A Tale of 1947,4100,"Friend of Mumtaz, Sehai in A Tale of 1947"
4171,164,164,1,Nihal Dei was sitting on the steps of Guru Ramdas Sarai with her,Narrated,,,,TRUE,4176,Ramdas Sarai in Sympathy,4050,"Nihal Dei's Daughter, Unknown in Sympathy"
4174,165,165,1,"Nihal Dei didn’t waste any time and,",,,,,,4175,Rambagh in Sympathy,,
4178,164,164,2,"Like her, they too were suffering",,,Interpersonal,,,4176,Ramdas Sarai in Sympathy,,
4180,165,165,2,An armed guard blocked the narrow gap through the fence.,Narrated,,,,TRUE,4175,Rambagh in Sympathy,,
4181,165,165,3,‘But my daughter and son-in-law have,Told,Religion,,,TRUE,4175,Rambagh in Sympathy,,
4182,165,165,4,Nihal Dei opened a knot at the corner of her torn and soiled dupatta,Narrated,,,,TRUE,4175,Rambagh in Sympathy,,
4183,166,166,1,"Nihal Dei went from group to group, begging, ‘Brothers, someone",Narrated,,,,TRUE,4175,Rambagh in Sympathy,,
4184,165,165,5,"The groups of refugees were indeed shouting. One group would shout,",Narrated,Religion,,,TRUE,4175,Rambagh in Sympathy,,
4185,166,166,2,"The groups of refugees were indeed shouting. One group would shout,",Narrated,Religion,,,TRUE,4175,Rambagh in Sympathy,,
4186,166,166,4,Right then Nihal Dei accosted him.,Narrated,,,,TRUE,4175,Rambagh in Sympathy,,
4187,166,166,3,A man passing through Hall Bazaar in town stopped before a,Narrated,,,,,4175,Rambagh in Sympathy,,
4188,167,167,2,"‘Hold on, son. I’ve got something else to give you.’",,,,,TRUE,4175,Rambagh in Sympathy,,
4189,167,167,1,"‘Here, take these two and a half rupees first",Narrated,,,,TRUE,4175,Rambagh in Sympathy,,
4190,167,167,3,"The groups of refugees were indeed shouting. One group would shout,",Narrated,,,,FALSE,4175,Rambagh in Sympathy,,
4191,168,168,2,"The groups of refugees were indeed shouting. One group would shout,",Narrated,,,,TRUE,4175,Rambagh in Sympathy,,
4196,167,167,4,We sent her to her in-laws last December,,,,,,4199,Pakistan in Sympathy,,
4197,168,168,1,Nihal Dei watched him finishing the corncob,Narrated,,,,TRUE,4175,Rambagh in Sympathy,,
4200,168,168,3,"‘No, my good son,’ she begged.",,,,,TRUE,4175,Rambagh in Sympathy,,
4201,168,168,4,The third time the man shouted,Narrated,,,,TRUE,4175,Rambagh in Sympathy,,
4202,169,169,2,"With an easy mind and quick steps, Nihal Dei set off towards Guru Ramdas Sarai",,,,,,4175,Rambagh in Sympathy,,
4203,168,169,5,The third time the man shouted,Narrated,,,,TRUE,4175,Rambagh in Sympathy,,
4349,50,50,50,These sippery bastards unlatched the window and bent the iron bars,,,,,,4351,Ludhiana in Jathedar Mukand Singh,,
4352,50,50,50,...the jathedar and his men had put several hundered Muslim refugees,,,,,,4351,Ludhiana in Jathedar Mukand Singh,,
4353,51,51,51,Eighteen members of his family had been massacred in Narhali,,,,,,4356,Narhali Village in Jathedar Mukand Singh,,
4357,50,58,0,The mob did call itself 'jatha',,,,,,4351,Ludhiana in Jathedar Mukand Singh,,
4359,52,52,52,And when he captured a double-barrelled gun,,,,,,4360,Theekri Majra in Jathedar Mukand Singh,4062,"Singh, Mukand in Jathedar Mukand Singh"
4361,52,58,52,A faint flicker of hope had lit up their fearful faces,,,,,,4351,Ludhiana in Jathedar Mukand Singh,,
4428,53,53,1,A thick darkness had descended in the school,Narrated,Religion,,,TRUE,4360,Theekri Majra in Jathedar Mukand Singh,,
4429,53,53,2,"The jathedar reached the school veranda,",Narrated,Religion,,,TRUE,4360,Theekri Majra in Jathedar Mukand Singh,,
4430,53,54,3,‘Who gave you permission to run away?,Told,Religion,,,TRUE,4360,Theekri Majra in Jathedar Mukand Singh,,
4431,54,54,1,"‘O Sardar, spare us",Told,Religion,,,TRUE,4360,Theekri Majra in Jathedar Mukand Singh,,
4432,54,54,2,He placed the gun’s double barrel,Narrated,Religion,,,TRUE,4360,Theekri Majra in Jathedar Mukand Singh,,
4433,54,54,3,"‘Get out, all of you!’ Nathu roared.",Narrated,Religion,,,TRUE,4360,Theekri Majra in Jathedar Mukand Singh,,
4434,54,55,4,"The prisoners stood in two lines,",Narrated,Religion,,,TRUE,4360,Theekri Majra in Jathedar Mukand Singh,,
4435,55,55,1,‘There is no danger to you or them.,Told,Religion,,,TRUE,4360,Theekri Majra in Jathedar Mukand Singh,,
4439,121,121,1,"When Pakistan was established,",,,Religion,,TRUE,4395,Mughal Chak in Sikhism,,
4440,121,121,2,Pakistani flag was unfurled,Remembered,,Religion,,TRUE,4395,Mughal Chak in Sikhism,,
4442,122,122,1,"Finally one day,",Narrated,Religion,,,TRUE,4395,Mughal Chak in Sikhism,,
4444,122,122,2,But when we got close to the village,Narrated,Religion,,,TRUE,4398,Qazi da Kot in Sikhism,,
4446,122,122,3,"In the blink of an eye,",Narrated,Religion,,,TRUE,4398,Qazi da Kot in Sikhism,,
4450,123,123,1,As soon as our guns and bullet belts,Narrated,Religion,,,TRUE,4398,Qazi da Kot in Sikhism,,
4455,140,140,1,Its intention was quite obvious: looting.,,,,,TRUE,4453,Big residential house in Cooperation,,
4456,123,123,2,Day had broken by the time,Narrated,,,,TRUE,4397,Gujranwala Refugee Camp in Sikhism,4414|4412,"Narrator's brother, Sukhjit in Sikhism|Narrator's father, Unknown in Sikhism"
4457,140,140,2,"Suddenly, a slim, middle-aged man emerged from the midst of the throng.",,,,,,4453,Big residential house in Cooperation,,
4458,140,140,3,"Brothers, I am going to unlock this door  with the help of a key.",,,,,,4453,Big residential house in Cooperation,,
4459,123,123,3,About three weeks later,Narrated,,,,TRUE,4399,Dera Baba Nanak in Sikhism,,
4460,141,141,1,"Brothers, we should be gentle.",,,,,,4453,Big residential house in Cooperation,,
4461,123,124,4,The riots of March ’47,Remembered,Religion,,,TRUE,4400,Rawalpindi division in Sikhism,,
4462,141,141,2,"There was a scuffle in one room, with",,,,,,4454,Room in Cooperation,,
4463,124,124,1,we took the swords from our storage,Remembered,,,,TRUE,4395,Mughal Chak in Sikhism,4425,"Muhammad, Din in Sikhism"
4464,141,141,3,"Suddenly, there was the sound of a dog barking and then like a flash of lightning",,,,,,4454,Room in Cooperation,,
4465,141,142,4,"Tiger, Tiger! the slim man screamed.",,,,,,4454,Room in Cooperation,,
4466,124,124,2,"It took him an hour and a half,",Remembered,,,,TRUE,4402,Gharjhakh in Sikhism,,
4467,142,142,1,I own this house. He smiled.,,,,,,4454,Room in Cooperation,,
4470,125,125,1,On the way back to Mughal Chak,Remembered,,,,TRUE,4398,Qazi da Kot in Sikhism,,
4476,143,143,1,He chose the largest of the wooden chests for,,,,,,4474,The street in Division,,
4477,143,143,2,He said yes and the volunteer picked up the,,,,,,4474,The street in Division,,
4478,125,125,2,"When we got closer to him,",Remembered,,Religion,TRUE,TRUE,4398,Qazi da Kot in Sikhism,,
4479,143,143,3,The man who had spotted the chest was not in very,,,,,,4474,The street in Division,,
4480,143,143,4,Once they were there and the chest had been safely placed on the ground,,,,,,4475,Safe spot in Division,,
4481,143,143,5,What about fifty-fifty? That’s a deal.,,,,,,4475,Safe spot in Division,,
4482,143,143,6,"What came out was a man with a sword, with",,,,,,4475,Safe spot in Division,,
4502,127,127,2,"Baqir Hussain brought the bowlful of khichri to Zeenat, he saw that she was asleep.",,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4503,127,127,3,His soul trembled at the thought,,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4508,127,127,2,Often she would stay up all night,Narrated,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4509,128,128,1,"Baqir Hussain brought the bowlful of khichri to Zeenat, he saw that she was asleep.",Narrated,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4510,127,127,4,He softly caressed her burning forehead and gently pushed back,,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4511,127,127,5,"‘I saw,’ she continued in a voice full of yearning,",Narrated,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4512,128,128,3,"‘No,’ she said. ‘I don’t want rice. I don’t want to eat anything.",Narrated,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4513,128,128,2,"‘The parrot flew in front, and I behind it",,,,,,4515,Roorkee canal in Ek Onkar Satnam - 1935,,
4514,128,128,4,"‘Oh, please take me to Purqazi,’",Told,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4517,129,129,2,"For three months his mother had suffered from bloody dysentery,",Narrated,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4518,129,129,1,She would spread her dupatta and beseech God.,Remembered,,,,TRUE,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4519,129,129,3,Zeenat had served her sick mother-in-law tirelessly.,,,,,TRUE,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4520,130,130,2,Zeenat took to her bed soon after her mother-in-law’s,Narrated,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4521,129,130,4,"For that year and a half, she had grieved for Purqazi and for her three-year-old grandson Asad",,,,,TRUE,4523,Refugee caravan in Ek Onkar Satnam - 1935,,
4522,130,131,3,Baqir Hussain recalled how Zeenat used to be,Remembered,,,,TRUE,4505,Baqir's house in Ek Onkar Satnam - 1935,4484,"Hussain, Zeenat in Ek Onkar Satnam - 1935"
4540,85,85,1,I duly reported at the house,,,,,,4539,Bombay in Jinnah Sahib,4207,"Jinnah, Muhammad Ali in Jinnah Sahib"
4541,85,85,2,The only car I had driven,,,,,,4539,Bombay in Jinnah Sahib,4215,"Irani, Ardeshir in Jinnah Sahib"
4542,85,85,3,I was informed six months ater I had joined that,,,,,,4539,Bombay in Jinnah Sahib,,
4543,85,86,4,"So Manto sahib, I had to start the car",,,,,,4539,Bombay in Jinnah Sahib,,
4544,80,80,1,I was keen to know if it was,,,,,FALSE,4549,Lahore in Jinnah Sahib,4206,"Azad, Mohammad Hanif in Jinnah Sahib"
4547,86,86,1,There were other drivers that were used,,,,,,4539,Bombay in Jinnah Sahib,4207,"Jinnah, Muhammad Ali in Jinnah Sahib"
4550,80,81,2,I recall clearly when Muhammad Ali Jinnah came,Narrated,,,,,4553,Delhi in Jinnah Sahib,4207|4212|4208,"Jinnah, Muhammad Ali in Jinnah Sahib|Qureshi, Anwar in Jinnah Sahib|Ghalib, Mirza in Jinnah Sahib"
4551,86,86,2,He well knew that Azad had been feasting for the last six months,,,,,,4539,Bombay in Jinnah Sahib,,
4552,87,87,1,"Everyday, four to five chickens were prepared in the kitchen",,,,,,4539,Bombay in Jinnah Sahib,,
4554,81,81,1,"It was during this procession, I think,",Narrated,,,,,4553,Delhi in Jinnah Sahib,4207,"Jinnah, Muhammad Ali in Jinnah Sahib"
4556,81,81,2,My response to that procession was deeply emotional.,Narrated,,,,,4553,Delhi in Jinnah Sahib,4207,"Jinnah, Muhammad Ali in Jinnah Sahib"
4557,87,87,2,The Quaid-e-Azam never asked us to account for it,,,,,,4539,Bombay in Jinnah Sahib,,
4558,81,81,3,Ghalib had once marvelled at his beloved,Narrated,,,,FALSE,4553,Delhi in Jinnah Sahib,4207|4208,"Jinnah, Muhammad Ali in Jinnah Sahib|Ghalib, Mirza in Jinnah Sahib"
4559,88,88,1,"However, there was one occasion when it did not turn out to be ""all right""",,,,,,4539,Bombay in Jinnah Sahib,,
4560,82,82,1,"One day, therefore, I decided to travel",Narrated,,,,FALSE,4539,Bombay in Jinnah Sahib,,
4561,88,88,2,"For several days, both of them would go to the Taj to eat their meals.",,,,,,4539,Bombay in Jinnah Sahib,,
4562,88,88,3,Let me tell you a story.,,,,,,4539,Bombay in Jinnah Sahib,,
4563,82,82,2,It was during those days that I became,,,,,FALSE,4539,Bombay in Jinnah Sahib,4215,"Irani, Ardeshir in Jinnah Sahib"
4564,88,88,4,He had lost his wife,,,,,,4539,Bombay in Jinnah Sahib,,
4565,88,89,5,his daughter had maried a Parsi against his wishes,,,,,,4539,Bombay in Jinnah Sahib,,
4566,83,83,1,"One day, the most celebrated hero",,,,,,4539,Bombay in Jinnah Sahib,,
4567,89,89,1,The Quaid-e-Azam had married the daughter of a prominent Bombay Parsi,,,,,,4539,Bombay in Jinnah Sahib,,
4568,83,84,2,"Next morning, I decided to go to the",Narrated,,,,FALSE,4570,"Mount Pleasant Road, Malabar Hill. in Jinnah Sahib",,
4569,89,89,2,you could see the grief on his face.,,,,,,4539,Bombay in Jinnah Sahib,,
4571,89,89,3,After two weeks he resurfaced,,,,,,4539,Bombay in Jinnah Sahib,,
4572,89,90,4,He would sometimes ask for a certain metal chest,,,,,,4539,Bombay in Jinnah Sahib,,
4589,131,131,3,"How well he used to do in Purqazi,",Narrated,,,,TRUE,4593,Purqazi in Ek Onkar Satnam - 1935,,
4590,131,131,2,e had tried to sell fruit on a cart for a few months,Remembered,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,4592,"Baqir's neighbbour, Khalid in Ek Onkar Satnam - 1935"
4595,131,131,4,He had tried to sell fruit on a cart for a few months,,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4596,131,131,5,The doctor at the government hospital,Narrated,,,,,4597,Government Hospital in Ek Onkar Satnam - 1935,,
4598,133,133,3,"When he returned home, he was witness to another",Narrated,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,4601,"SIkhs who built house, Unknown in Ek Onkar Satnam - 1935"
4599,133,133,2,He stayed to listen to it and swayed,Narrated,,,,,4602,Sayyid Mehmood Ghazi’s dargah in Ek Onkar Satnam - 1935,,
4604,133,133,1,He respectfully unfurled the green chaddar,,,,,,4602,Sayyid Mehmood Ghazi’s dargah in Ek Onkar Satnam - 1935,,
4605,134,134,1,"Inside the house he saw that Zeenat was fast asleep—or, more likely, unconscious",Narrated,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4606,135,135,1,Baqir Hussain saw in the light of the lantern,Narrated,Interpersonal,,TRUE,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4608,133,133,4,Baqir Hussain felt that the voice of Allah Himself,,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4609,136,136,2,"Zeenat held the chisel with both hands and hit herself on the forehead, once, twice, three times.",,Interpersonal,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4610,135,135,3,Baqir Hussain jumped down from the ladder,,Interpersonal,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4613,135,135,4,"On the fourteenth day, when he finally removed the bandage, the wound had healed completely.",Narrated,,,,,4597,Government Hospital in Ek Onkar Satnam - 1935,,
4615,135,135,5,"When he got back, he noticed that instead of lying on her bed Zeenat",Narrated,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4617,136,136,1,What he saw when he looked up,,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
4618,135,135,5,‘I think my fever has gone.’ Zeenat pulled back her sleeve and extended her arm.,Narrated,,,,,4505,Baqir's house in Ek Onkar Satnam - 1935,,
