Event H-ID,Start page event,End page event,Page Event Number,Line,Narrative Status,Conflict,Harmony,Religious Syncretism,Partition,Characters(s) in Event H-ID,Characters(s) in Event RecordTitle,Location of Event (Text place) H-ID,Location of Event RecordTitle
2016,144,144,2,"When I'm working, not just studying, but teaching the illiterate,",,,Class,,,487,"Unknown, Asad in Sunlight on a Broken Column",370,"Lucknow, India in Sunlight on a Broken Column"
2018,145,145,1,There is a great deal of unrest among students,,,,,,426|341,"Students, Unknown in Sunlight on a Broken Column|Viceroy, Unknown in Sunlight on a Broken Column",370,"Lucknow, India in Sunlight on a Broken Column"
2022,145,145,2,I would like you to meet my friend Nita,,,,,,317|487|431,"Hasan, Laila in Sunlight on a Broken Column|Unknown, Asad in Sunlight on a Broken Column|Chatterjee, Nita in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2023,145,145,3,Aunt Majida was bent over a basket cutting,,,,,,316|315|319,"Hasan, Majida in Sunlight on a Broken Column|Hasan, Abida in Sunlight on a Broken Column|Unknown, Hakiman in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2024,58,59,2,Once again we heard the cries of street vendors,,,,,FALSE,1976|1977|2014|1978|2015|2017|2019,"Vendor, Nathoo in Sunlight on a Broken Column|Vendor, Shubhrati in Sunlight on a Broken Column|Fruit and Vegetable Seller, Kalloo in Sunlight on a Broken Column|Vendor, Lal Mian in Sunlight on a Broken Column|Bangle-seller, Kariman in Sunlight on a Broken Column|Laila's nursemaid, Hakiman Bua in Sunlight on a Broken Column|Shah, Kamli in Sunlight on a Broken Column",370,"Lucknow, India in Sunlight on a Broken Column"
2025,67,67,2,She was animated with a courage she had never known,,Gender|Religion,,,FALSE,580,"Sahukars, Lajo in Pinjar",2754,Lajo's House in Pinjar
2027,68,68,1,Lajo spoke like the mistress of the house.,,,Gender|Interpersonal,,FALSE,580|595,"Sahukars, Lajo in Pinjar|Lajo's Mother-in-Law, Old Woman in Pinjar",2754,Lajo's House in Pinjar
2032,68,68,2,Then liquor and sex took their toll.,,,Religion|Interpersonal|Gender,,FALSE,580|596,"Sahukars, Lajo in Pinjar|Lajo's Abductor, Son in Pinjar",2754,Lajo's House in Pinjar
2035,146,146,1,Zahra could not have chosen a more splended occasion,,,,,,318|317|341|2030,"Hasan, Zahra in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column|Viceroy, Unknown in Sunlight on a Broken Column|Taluqdars, Unknown in Sunlight on a Broken Column",2034,Baradari in Sunlight on a Broken Column
2036,146,147,2,"Zahra came into my room in the afternoon, threw",,,,,,317|318|484,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Unknown, Saliman in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2040,147,147,1,But there is one thing I learned in England,,,,,,318,"Hasan, Zahra in Sunlight on a Broken Column",2005,England in Sunlight on a Broken Column
2041,147,147,2,I wonder if that knowledge would have helped me when,,,,,,317|2028,"Hasan, Laila in Sunlight on a Broken Column|King's groom's grand-daughter, Unknown in Sunlight on a Broken Column",370,"Lucknow, India in Sunlight on a Broken Column"
2044,147,148,3,The trouble wth you is that you are self-willed,,Gender,,,,317|318|484,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Unknown, Saliman in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2046,148,148,1,"Then a shadow fell, and Asad's reflection",,,,,,317|318|484|487,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Unknown, Saliman in Sunlight on a Broken Column|Unknown, Asad in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2050,68,68,3,the mistress of the house slip out across,,Gender|Interpersonal,,,FALSE,580,"Sahukars, Lajo in Pinjar",559,Rattoval in Pinjar
2056,60,60,1,Aunt Majida sent once again for the family jeweller,,,,,FALSE,1727|2043|317|318|315,"Unknown, Majida in Sunlight on a Broken Column|Das, Ram in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Hasan, Abida in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2057,69,69,1,A figure draped in a grey sheet emerged,,,,,FALSE,297|580,"Shaikh, Rashida in Pinjar|Sahukars, Lajo in Pinjar",397,Well in Pinjar
2058,60,60,2,"Naib Sahib, the manager of the estate, and Lala Ji",,,,,FALSE,2052|2051|315|317,"Accountant, Lala Ji in Sunlight on a Broken Column|Manager of the estate, Naib Sahib in Sunlight on a Broken Column|Hasan, Abida in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2059,61,62,1,But sometimes those paper sheets were razor-edged,,,,,,315|2051|343|2054|317,"Hasan, Abida in Sunlight on a Broken Column|Manager of the estate, Naib Sahib in Sunlight on a Broken Column|Unknown, Jumman in Sunlight on a Broken Column|Jumman's wife's brother's aunt, Unknown in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2060,69,69,3,remembered that when he had abducted Pooro,,Gender|Religion,,,FALSE,297|248,"Shaikh, Rashida in Pinjar|Sahukars, Pooro in Pinjar",2824,Field in Pinjar
2062,70,70,1,"exclaimed Hamida, clasping her hands",,,,,FALSE,248|595|580,"Sahukars, Pooro in Pinjar|Lajo's Mother-in-Law, Old Woman in Pinjar|Sahukars, Lajo in Pinjar",559,Rattoval in Pinjar
2173,82,82,1,It was a still afternoon. Since morning my aunts,,,,,,315|2080|318|317,"Hasan, Abida in Sunlight on a Broken Column|Unknown, Aunt Majida in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2177,63,66,1,We were about to sit down to dinner one night,,,,,,317|2174|315|316|485|486,"Hasan, Laila in Sunlight on a Broken Column|Unknown, Mushtari Bai in Sunlight on a Broken Column|Hasan, Abida in Sunlight on a Broken Column|Hasan, Majida in Sunlight on a Broken Column|Unknown, Ustaniji in Sunlight on a Broken Column|Unknown, Hajjan Bibi in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2178,64,65,1,It was eight years ago since I had first seen,,,,,FALSE,317|2174|481,"Hasan, Laila in Sunlight on a Broken Column|Unknown, Mushtari Bai in Sunlight on a Broken Column|Hasan,Ahmed, in Sunlight on a Broken Column",2176,Forbidden street in Sunlight on a Broken Column
2179,64,65,2,I saw her when she sang and danced at the wedding,,Gender,,,FALSE,2174|317|2180|2181|2182|2183,"Unknown, Mushtari Bai in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column|Singers, Unknown in Sunlight on a Broken Column|Servants, Unknown in Sunlight on a Broken Column|Male spectators, Unknown in Sunlight on a Broken Column|Female Spectators, Unknown in Sunlight on a Broken Column",370,"Lucknow, India in Sunlight on a Broken Column"
2197,61,61,2,"The Head Constable, with his posse",,,,,TRUE,1138|1452|1207|1212,"Head Constable, Unknown in Train to Pakistan|2 Policemen accompanying Iqbal and Juggut to Police Station in Chundunnugger, Unknown in Train to Pakistan|Group of Prisoners 1, Unknown in Train to Pakistan|Mano Majra Villagers, Unknown in Train to Pakistan",1218,Peepul Tree near the Temple in Train to Pakistan
2203,62,62,1,Did any of you see or talk to a young,,Religion,,,FALSE,768|1138,"Singh, Banta in Train to Pakistan|Head Constable, Unknown in Train to Pakistan",1457,Chundunnugger Police Station in Train to Pakistan
2208,62,62,2,Meet Singh went up to the head constable,,Religion,Religion,,TRUE,758|1138|760|1212,"Singh, Meet in Train to Pakistan|Head Constable, Unknown in Train to Pakistan|Policeman 1 (Gurudwara), Unknown in Train to Pakistan|Mano Majra Villagers, Unknown in Train to Pakistan",1457,Chundunnugger Police Station in Train to Pakistan
2210,67,70,1,One night she asked Asad if would read,,Religion,Religion,,FALSE,487|485|2202|486|483|484|2207|318|317|319,"Unknown, Asad in Sunlight on a Broken Column|Unknown, Ustaniji in Sunlight on a Broken Column|Maid-servants, Unknown in Sunlight on a Broken Column|Unknown, Hajjan Bibi in Sunlight on a Broken Column|Unknown, Ramzano in Sunlight on a Broken Column|Unknown, Saliman in Sunlight on a Broken Column|Unknown, Zahid in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column|Unknown, Hakiman in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2211,62,63,3,Muslims sat and moped in their houses,,Religion,,,TRUE,806|1445,"Mano Majra Muslims, Unknown in Train to Pakistan|Mano Majra Sikhs, Unknown in Train to Pakistan",701,Mano Majra in Train to Pakistan
2212,129,131,2,Begum Waheed and Mrs Wadia were in the middle of an argument,,Gender,,,,1735|1737|1712|416|317,"Unknown, Begum Waheed in Sunlight on a Broken Column|Mrs Wadia, Unknown in Sunlight on a Broken Column|Unknown, Begum Waheeda in Sunlight on a Broken Column|Hasan, Saira in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2219,130,130,1,We must keep out undesirable elements when the Governor's wife,,Class,,,,2213|1737|1735|416,"Governer's Wife, Unknown in Sunlight on a Broken Column|Mrs Wadia, Unknown in Sunlight on a Broken Column|Unknown, Begum Waheed in Sunlight on a Broken Column|Hasan, Saira in Sunlight on a Broken Column",2218,Public Park in Sunlight on a Broken Column
2220,130,130,2,We had to fight very hard to make the Municipal Board,,Gender,,,,1735|1737|416|2216,"Unknown, Begum Waheed in Sunlight on a Broken Column|Mrs Wadia, Unknown in Sunlight on a Broken Column|Hasan, Saira in Sunlight on a Broken Column|Municipal Board, Unknown in Sunlight on a Broken Column",2218,Public Park in Sunlight on a Broken Column
2222,131,131,1,At the last public meeting the crowd of common women,,Class,,,,2215,"Common women, Unknown in Sunlight on a Broken Column",370,"Lucknow, India in Sunlight on a Broken Column"
2225,131,131,2,In Surmai we bring up our girls to be good wives,,,,,,1712,"Unknown, Begum Waheeda in Sunlight on a Broken Column",2224,Surmai in Sunlight on a Broken Column
2226,131,132,3,Nadira had told me that a relation of the ruler's was wandering,,,,,,317|433|1712,"Hasan, Laila in Sunlight on a Broken Column|Waheed, Nadira in Sunlight on a Broken Column|Unknown, Begum Waheeda in Sunlight on a Broken Column",370,"Lucknow, India in Sunlight on a Broken Column"
2227,82,82,2,I was rearranging books to keep myself occupied,,,,,,317|2039|319,"Hasan, Laila in Sunlight on a Broken Column|Unknown, Zahra in Sunlight on a Broken Column|Unknown, Hakiman in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2228,82,82,3,In Aunt Abida's room the maid-servants,,,,,,315|2202|486|485|2075,"Hasan, Abida in Sunlight on a Broken Column|Maid-servants, Unknown in Sunlight on a Broken Column|Unknown, Hajjan Bibi in Sunlight on a Broken Column|Unknown, Ustaniji in Sunlight on a Broken Column|Unknown, Baba Mian in Sunlight on a Broken Column",2150,Aunt Abida’s room in Sunlight on a Broken Column
2229,82,83,4,I looked up into her lost eyes,,,,,,315|317,"Hasan, Abida in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2230,83,83,1,In that wondering second I heard a strange noise,,,,,,317,"Hasan, Laila in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2231,63,63,1,A group of Sikh peasants gathered together,,Religion,Religion,,FALSE,1481|758,"Sikh Peasants of Mano Majra, Unknown in Train to Pakistan|Singh, Meet in Train to Pakistan",1163,Lambardar's House in Train to Pakistan
2233,63,64,2,The youth felt a little abashed,,Religion,,,FALSE,758|1481,"Singh, Meet in Train to Pakistan|Sikh Peasants of Mano Majra, Unknown in Train to Pakistan",1163,Lambardar's House in Train to Pakistan
2235,84,84,1,"The next day, after Uncle Hamid arrived",,,,,,321,"Hasan, Hamid in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2236,64,64,1,The temperature of the meeting went up suddenly,,Religion,Religion,,FALSE,758|1481,"Singh, Meet in Train to Pakistan|Sikh Peasants of Mano Majra, Unknown in Train to Pakistan",1163,Lambardar's House in Train to Pakistan
2237,84,84,2,By nightfall the house was as crowded,,,,,,,,1991,House in Sunlight on a Broken Column
2238,84,84,3,The zenana was busy with a life,,,,,,2077|1105|2079,"Unknown, Women from the barbers' families in Sunlight on a Broken Column|Unknown, Guests in Sunlight on a Broken Column|Unknown, Women who had passed through the stage of tears and sighs in Sunlight on a Broken Column",65,Zenana in Sunlight on a Broken Column
2239,84,84,4,In the midst of the bustle there was,,,,,,315|318|317|2080,"Hasan, Abida in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column|Unknown, Aunt Majida in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2240,84,85,5,The Rani of Amirpur's arrival stirred the mourners,,,,,,2081|2791|2792|2083|2085|2202|2090,"Unknown, Rani of Amirpur in Sunlight on a Broken Column|unknown, gossipers in Sunlight on a Broken Column|Unknown, Mourners in Sunlight on a Broken Column|Unknown, Rani Sahiba’s daughters in law in Sunlight on a Broken Column|Unknown, Rani Sahiba’s daughters in Sunlight on a Broken Column|Maid-servants, Unknown in Sunlight on a Broken Column|Unknown, Waiting women in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2242,85,85,1,She embraced my aunts and Zahra and me,,,,,,2082|2793|318|317|315|2080,"Unknown, Rani Sahiba in Sunlight on a Broken Column|Unknown, Laila's aunts in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column|Hasan, Abida in Sunlight on a Broken Column|Unknown, Aunt Majida in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2245,85,85,2,All night a light burned in Baba Jan's room,,,,,,2075,"Unknown, Baba Mian in Sunlight on a Broken Column",2145,Baba Jan’s room in Sunlight on a Broken Column
2246,85,85,3,In childhood on warm summer nights,,,,,,476,"Ali, Karam in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2247,86,86,1,Uncle Hamid and his wife Saira,,,,,,321|416,"Hasan, Hamid in Sunlight on a Broken Column|Hasan, Saira in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2249,52,52,1,Hukum Chand sat on the veranda staring,,Religion,,,FALSE,120,"Chand, Hukum in Train to Pakistan",1002,Rest House in Train to Pakistan
2255,155,155,1,"Later, sitting by Zahra, watching the fireworks",,,,,,317|2253,"Hasan, Laila in Sunlight on a Broken Column|Man who helps Laila at Baradari, Unknown in Sunlight on a Broken Column",2034,Baradari in Sunlight on a Broken Column
2256,78,80,2,The lambardar took two of the villagers with him,,Nation,Nation,,TRUE,768|120|1468,"Singh, Banta in Train to Pakistan|Chand, Hukum in Train to Pakistan|Subinspector, Unknown in Train to Pakistan",1457,Chundunnugger Police Station in Train to Pakistan
2258,64,64,2,The lambardar felt it was up to him,,Religion,,,TRUE,768|1481,"Singh, Banta in Train to Pakistan|Sikh Peasants of Mano Majra, Unknown in Train to Pakistan",1163,Lambardar's House in Train to Pakistan
2259,154,154,1,I heard Naseer calling,,,,,,317|2253|689,"Hasan, Laila in Sunlight on a Broken Column|Man who helps Laila at Baradari, Unknown in Sunlight on a Broken Column|Ali, Naseer in Sunlight on a Broken Column",2034,Baradari in Sunlight on a Broken Column
2261,54,54,1,"For a week, Iqbal was left alone in his cell.",,,,,FALSE,753|112|810,"Unknown, Iqbal in Train to Pakistan|Singh, Juggut in Train to Pakistan|Constables, Unknown in Train to Pakistan",1457,Chundunnugger Police Station in Train to Pakistan
2263,153,153,1,But I lost sight of Zahra when we,,,,,,317,"Hasan, Laila in Sunlight on a Broken Column",2034,Baradari in Sunlight on a Broken Column
2264,64,64,3,The lambardar snubbed him You are a,,,Nation,,TRUE,768|1481,"Singh, Banta in Train to Pakistan|Sikh Peasants of Mano Majra, Unknown in Train to Pakistan",1163,Lambardar's House in Train to Pakistan
2269,153,153,2,There was a crowd milling towards long tables,,,,,,2265|2266,"Crowd at Baradari, Unknown in Sunlight on a Broken Column|Bearers at Baradari, Unknown in Sunlight on a Broken Column",2034,Baradari in Sunlight on a Broken Column
2270,153,153,3,A tall fat man in a black achkan was shouting,,,,,,2267|2265|2266|317,"Man in the black achkan at Baradari, Unknown in Sunlight on a Broken Column|Crowd at Baradari, Unknown in Sunlight on a Broken Column|Bearers at Baradari, Unknown in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column",2034,Baradari in Sunlight on a Broken Column
2271,153,154,4,A scream died in my throat and I ran blindly towards,,,,,,317|2253,"Hasan, Laila in Sunlight on a Broken Column|Man who helps Laila at Baradari, Unknown in Sunlight on a Broken Column",2034,Baradari in Sunlight on a Broken Column
2272,80,82,1,"the subinspector remarked, casually addressing the table in front of him.",,Religion,Religion,,FALSE,753|1468|112|2376,"Unknown, Iqbal in Train to Pakistan|Subinspector, Unknown in Train to Pakistan|Singh, Juggut in Train to Pakistan|Constable 5 who brings chair, Unknown in Train to Pakistan",1457,Chundunnugger Police Station in Train to Pakistan
2274,149,149,1,The evening started badly for me,,,,,,317|416,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Saira in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
2275,64,64,4,The peasants thought about their problem,,,Religion,,TRUE,768|1481,"Singh, Banta in Train to Pakistan|Sikh Peasants of Mano Majra, Unknown in Train to Pakistan",1163,Lambardar's House in Train to Pakistan
